Order_Date,Category,Product,Area,Channel,Payment_Method,Unit_Price_KES,Quantity,Discount_Pct,Revenue_KES,Customer_Rating,Units_Returned
09/03/2023,Electronics,Speaker,Mombasa,Online,Bank Transfer,10108.75,10,20,80870,2.8,0
05/09/2024,Electronics,Tablet,Machakos,Social Media,Bank Transfer,16182.88,7,5,107616.15,4.5,0
09/04/2024,Books,Science Book,Nakuru,Social Media,PayPal,2281.54,6,0,13689.24,3.8,0
14/10/2024,Electronics,Smartphone,Nairobi,Online,PayPal,118833.63,4,0,475334.52,3.8,0
11/05/2023,Books,Comics,Eldoret,Social Media,Credit Card,1078.09,1,0,1078.09,3.3,0
26/10/2023,Home & Garden,Blender,Eldoret,In-Store,Credit Card,37986.28,10,15,322883.38,3.4,0
08/03/2024,Sports,Football,Thika,In-Store,M-Pesa,14700.81,9,0,132307.29,3.4,2
15/08/2024,Clothing,Hoodie,Nairobi,Mobile App,Credit Card,8180.39,8,15,55626.65,3.9,0
13/08/2023,Home & Garden,Coffee Maker,Kisumu,In-Store,M-Pesa,36780.73,1,25,27585.55,4.8,0
30/07/2023,Clothing,Jacket,Eldoret,In-Store,Credit Card,6028.58,6,20,28937.18,3.5,0
25/10/2023,Electronics,Tablet,Nairobi,Online,Cash,6442.6,2,0,12885.2,3.6,0
28/06/2023,Home & Garden,Sofa,Nairobi,In-Store,Credit Card,23300.79,4,10,83882.84,3.3,0
24/01/2024,Clothing,Jeans,Nairobi,In-Store,Cash,10972.46,1,0,10972.46,4.1,1
23/06/2024,Home & Garden,Desk Lamp,Kisumu,Social Media,Credit Card,30075.54,6,0,180453.24,4.9,2
16/07/2023,Books,Comics,Nairobi,Online,Credit Card,3124.71,3,5,8905.42,3.8,0
02/07/2024,Home & Garden,Pillow Set,Nakuru,In-Store,M-Pesa,61236.12,10,5,581743.14,3.2,0
03/08/2023,Clothing,T-Shirt,Thika,Mobile App,Credit Card,10292.28,10,25,77192.1,4.3,0
03/07/2023,Sports,Yoga Mat,Mombasa,Social Media,PayPal,22831.41,9,25,154112.02,3.3,0
01/08/2023,Books,Comics,Nakuru,Social Media,Cash,2159.8,10,0,21598,3,0
19/01/2024,Clothing,Jacket,Mombasa,Mobile App,Bank Transfer,10720.15,10,0,107201.5,3.1,0
12/03/2024,Electronics,Tablet,Nakuru,Mobile App,Credit Card,88426.41,8,15,601299.59,3.6,0
28/08/2023,Home & Garden,Rug,Nakuru,Mobile App,Cash,31083.78,3,25,69938.51,3.2,0
15/03/2023,Electronics,Tablet,Machakos,Online,Cash,139137.68,2,0,278275.36,3.4,0
23/12/2024,Home & Garden,Desk Lamp,Thika,Mobile App,Cash,24775.07,5,5,152986.054,2.8,1
16/08/2024,Sports,Running Shoes,Nairobi,Mobile App,Cash,49445.15,7,20,276892.84,4.4,0
28/08/2023,Sports,Swimming Goggles,Mombasa,Social Media,Credit Card,14079.42,4,25,42238.26,3.8,0
15/03/2024,Books,Comics,Machakos,Social Media,Cash,2834.13,6,5,16154.54,4.4,0
10/01/2023,Clothing,Jacket,Nakuru,Online,Cash,2097.93,3,10,5664.41,3.7,0
30/11/2023,Home & Garden,Blender,Mombasa,Social Media,Bank Transfer,55112.41,7,10,451370.634,3.9,0
01/07/2024,Clothing,Jeans,Kisumu,Social Media,Bank Transfer,2848.35,7,0,19938.45,3.5,0
02/02/2023,Home & Garden,Pillow Set,Nakuru,Mobile App,M-Pesa,14376.75,9,0,129390.75,4.6,0
06/11/2024,Electronics,Laptop,Mombasa,Online,Bank Transfer,44005.01,4,10,205943.452,3.6,0
03/07/2024,Electronics,Laptop,Kisumu,Social Media,Bank Transfer,25241.25,2,0,50482.5,3.5,0
10/09/2024,Books,Textbook,Mombasa,In-Store,Credit Card,1291.22,8,0,10329.76,3.9,0
07/03/2023,Clothing,Sneakers,Thika,Social Media,Cash,2819.58,3,25,6344.06,4.6,0
22/10/2023,Clothing,Sneakers,Kisumu,Social Media,Bank Transfer,5821,1,0,5821,4.1,1
13/09/2023,Home & Garden,Wall Art,Machakos,Mobile App,Bank Transfer,49351.78,3,20,118444.27,2.9,0
11/06/2023,Books,Science Book,Nakuru,In-Store,PayPal,605.71,1,5,575.42,3.2,0
13/01/2024,Home & Garden,Wall Art,Nairobi,In-Store,Bank Transfer,33373.23,9,0,300359.07,2.7,0
28/01/2023,Home & Garden,Coffee Maker,Nakuru,In-Store,Cash,17223.87,1,25,12917.9,2.7,0
28/04/2023,Books,Science Book,Kisumu,Social Media,Credit Card,1569.36,1,10,1412.42,4.3,0
24/05/2023,Books,Science Book,Nakuru,Online,M-Pesa,2054.97,4,25,6164.91,3.7,0
01/07/2024,Clothing,Jeans,Machakos,Online,PayPal,1655.92,5,0,8279.6,4.4,0
22/11/2024,Electronics,Camera,Kisumu,In-Store,Bank Transfer,54996.87,4,0,285983.724,3.6,0
04/09/2024,Sports,Football,Thika,Online,Bank Transfer,41606.59,8,0,332852.72,2.5,0
15/01/2023,Clothing,Jeans,Kisumu,In-Store,Credit Card,1550.94,7,0,10856.58,3.3,0
01/12/2023,Electronics,Laptop,Nairobi,In-Store,Credit Card,8513.85,9,0,76624.65,4.1,0
27/06/2023,Sports,Bicycle,Nakuru,Online,Credit Card,13298.53,6,15,67822.5,2.5,0
14/02/2023,Electronics,Headphones,Mombasa,Social Media,Credit Card,11770.41,5,15,50024.24,2.7,0
15/09/2023,Home & Garden,Rug,Eldoret,Social Media,M-Pesa,57232.46,10,0,572324.6,4.9,0
11/03/2023,Books,Comics,Machakos,In-Store,Cash,861.06,6,25,3874.77,3.3,0
22/01/2023,Sports,Bicycle,Nakuru,In-Store,PayPal,35495.63,1,5,33720.85,4,1
19/01/2024,Home & Garden,Desk Lamp,Thika,Social Media,Credit Card,49885.49,1,0,49885.49,3.7,0
03/12/2023,Books,Self-Help Book,Thika,Online,Credit Card,3254.91,10,25,24411.82,3.3,0
17/12/2023,Electronics,Smartwatch,Machakos,Social Media,Cash,113081.53,4,15,384477.2,3.8,1
07/07/2023,Clothing,Hoodie,Thika,In-Store,PayPal,10536.12,9,15,80601.32,3.6,0
27/06/2023,Books,Fiction Novel,Mombasa,Online,Credit Card,3302.48,3,0,9907.44,4,0
22/07/2023,Clothing,Jeans,Eldoret,Online,Bank Transfer,8837.37,5,0,44186.85,3.1,0
04/01/2024,Clothing,Dress,Kisumu,Social Media,Credit Card,3626.4,8,0,29011.2,3.5,0
26/01/2024,Books,Science Book,Eldoret,Social Media,Credit Card,2922.73,8,0,23381.84,3.6,0
19/04/2024,Home & Garden,Pillow Set,Eldoret,In-Store,PayPal,58350.54,5,20,233402.16,3.3,0
08/06/2023,Sports,Tennis Racket,Nakuru,Online,Cash,8717.39,8,5,66252.16,4.8,0
18/01/2024,Sports,Football,Thika,Mobile App,Bank Transfer,24630.58,7,20,137931.25,3.5,0
18/07/2023,Sports,Yoga Mat,Nakuru,Online,M-Pesa,23458.67,10,0,234586.7,4.4,1
10/09/2023,Home & Garden,Pillow Set,Thika,Social Media,Cash,55959.27,7,20,313371.91,3.1,0
18/09/2023,Home & Garden,Wall Art,Thika,Online,Credit Card,21497.39,8,0,171979.12,3.1,0
14/06/2024,Clothing,T-Shirt,Nairobi,Online,Bank Transfer,5073.17,10,0,50731.7,4.8,1
23/08/2024,Clothing,Hoodie,Nakuru,Mobile App,Cash,6257.44,9,20,45053.57,3.3,0
16/12/2024,Electronics,Smartphone,Thika,Mobile App,Credit Card,41815.16,4,20,133808.51,5,0
24/06/2023,Electronics,Smartphone,Nairobi,Social Media,PayPal,63692.66,5,20,254770.64,2.9,0
10/07/2023,Clothing,Jeans,Nakuru,In-Store,PayPal,11407.56,8,5,86697.46,3,0
13/10/2024,Clothing,Dress,Machakos,Social Media,Bank Transfer,7708.63,10,0,77086.3,2.9,0
11/05/2024,Books,Fiction Novel,Kisumu,Online,Cash,394.93,4,25,1184.79,4.2,0
05/08/2023,Electronics,Tablet,Machakos,Online,PayPal,118802.66,1,0,118802.66,3.8,0
11/12/2023,Sports,Tennis Racket,Machakos,Mobile App,Bank Transfer,28709.97,6,20,137807.86,4.7,2
13/04/2023,Clothing,Dress,Thika,Social Media,Bank Transfer,7524.3,6,15,38373.93,2.5,1
17/12/2024,Books,Comics,Machakos,In-Store,M-Pesa,2226.11,9,10,23440.937,3.1,0
10/10/2024,Books,Biographies,Nakuru,In-Store,M-Pesa,3455.78,6,0,20734.68,3.4,0
23/12/2023,Home & Garden,Wall Art,Nakuru,In-Store,PayPal,39175.26,10,0,509278.38,4.8,1
11/05/2023,Electronics,Camera,Nakuru,Mobile App,PayPal,30871.39,3,0,92614.17,3.7,0
07/09/2023,Sports,Swimming Goggles,Nakuru,In-Store,Bank Transfer,57330.04,8,5,435708.3,3,0
15/10/2023,Electronics,Smartphone,Nakuru,Online,Credit Card,139492.51,6,20,669564.05,3.1,0
09/12/2024,Books,Comics,Nairobi,In-Store,PayPal,2327.35,8,0,18618.8,3.1,0
27/08/2023,Sports,Yoga Mat,Thika,Mobile App,Bank Transfer,54663.93,7,20,306118.01,3.1,0
11/05/2023,Electronics,Smartphone,Nairobi,Mobile App,PayPal,140707.18,2,15,239202.21,4.6,1
09/03/2024,Sports,Football,Nairobi,Mobile App,M-Pesa,35649.55,4,20,114078.56,3.3,0
20/11/2023,Clothing,Sneakers,Thika,In-Store,M-Pesa,5046.09,9,25,34061.11,4.9,0
13/11/2023,Books,Comics,Nakuru,In-Store,PayPal,1206.86,1,15,1333.579,4.2,0
08/12/2023,Sports,Bicycle,Thika,In-Store,Bank Transfer,17914.81,7,0,125403.67,4.3,0
06/11/2024,Clothing,Boots,Thika,Online,Credit Card,10352.96,7,10,84790.745,2.9,0
24/06/2024,Books,Cookbook,Nakuru,Social Media,Cash,2724.69,7,0,19072.83,4.3,0
27/12/2024,Clothing,Boots,Machakos,Social Media,M-Pesa,2005.36,10,0,20053.6,4.1,0
06/01/2024,Books,Comics,Nakuru,Mobile App,Credit Card,971.25,4,0,3885,4.3,0
23/02/2023,Clothing,Jacket,Nakuru,In-Store,M-Pesa,1604.55,8,0,12836.4,2.8,0
11/02/2024,Home & Garden,Pillow Set,Nakuru,In-Store,Bank Transfer,20204.08,2,5,38387.75,3.7,0
09/10/2024,Clothing,Boots,Thika,Social Media,M-Pesa,9443.9,7,10,59496.57,4.1,0
24/01/2023,Electronics,Smartphone,Nairobi,Online,Bank Transfer,96928.58,9,5,828739.36,4,2
02/11/2023,Books,Cookbook,Thika,Online,PayPal,879.51,8,20,7317.518,2.7,0
07/03/2023,Sports,Dumbbells,Nakuru,Online,Bank Transfer,33629.97,9,25,227002.3,3.8,0
06/01/2023,Electronics,Speaker,Machakos,In-Store,M-Pesa,28738.3,10,0,287383,3.9,0
28/03/2023,Electronics,Smartphone,Mombasa,In-Store,Credit Card,14997.5,5,0,74987.5,4.9,0
05/11/2024,Home & Garden,Pillow Set,Mombasa,Social Media,M-Pesa,20468.3,1,10,23947.911,2.8,0
07/02/2023,Home & Garden,Pillow Set,Kisumu,In-Store,M-Pesa,53279.27,1,5,50615.31,3,0
18/03/2023,Clothing,Jeans,Eldoret,In-Store,PayPal,4629.25,3,20,11110.2,3.9,0
14/03/2023,Clothing,Jacket,Nakuru,Online,Cash,8280.05,3,5,23598.14,4.1,0
24/01/2024,Clothing,Boots,Kisumu,In-Store,Bank Transfer,9948.03,6,20,47750.54,2.6,0
07/01/2024,Electronics,Tablet,Nairobi,Online,PayPal,62203.63,6,0,373221.78,4.8,0
23/01/2024,Clothing,Hoodie,Machakos,In-Store,Cash,613.43,7,5,4079.31,4.9,0
25/06/2024,Electronics,Laptop,Eldoret,Mobile App,PayPal,123558.8,8,0,988470.4,3.4,0
20/12/2023,Home & Garden,Pillow Set,Kisumu,Online,M-Pesa,14323.2,7,0,130341.12,4.2,0
04/12/2024,Sports,Tennis Racket,Machakos,Social Media,Bank Transfer,35783.22,5,0,232590.93,2.9,0
25/11/2024,Books,Biographies,Thika,Mobile App,M-Pesa,3239.01,6,5,24001.068,4.3,0
09/11/2023,Home & Garden,Rug,Nakuru,Mobile App,Cash,76247.21,9,5,847487.745,2.7,0
12/08/2024,Home & Garden,Rug,Nairobi,Online,M-Pesa,58612.28,2,0,117224.56,2.6,0
24/05/2024,Sports,Bicycle,Machakos,Online,Bank Transfer,40815.76,3,25,91835.46,3.8,2
20/12/2024,Sports,Football,Nairobi,Social Media,M-Pesa,37207.42,1,20,38695.722,3.4,2
29/06/2023,Sports,Football,Eldoret,Online,PayPal,27249.93,3,5,77662.3,2.7,0
13/12/2023,Sports,Running Shoes,Nairobi,Social Media,Bank Transfer,23118.23,6,0,180322.194,3.1,0
11/08/2023,Electronics,Tablet,Kisumu,Social Media,Cash,41183.12,1,20,32946.5,4.8,1
07/01/2023,Sports,Swimming Goggles,Nairobi,Social Media,PayPal,50992.1,1,15,43343.28,4,0
17/03/2024,Home & Garden,Sofa,Nairobi,Mobile App,Credit Card,32643.79,1,0,32643.79,3.7,0
26/04/2024,Sports,Dumbbells,Nakuru,Online,Bank Transfer,1010.48,5,5,4799.78,3.5,0
24/05/2023,Books,Self-Help Book,Eldoret,Mobile App,M-Pesa,3465.98,8,0,27727.84,3.4,0
09/02/2024,Home & Garden,Rug,Thika,In-Store,M-Pesa,15813.71,1,0,15813.71,3.6,0
07/03/2024,Electronics,Laptop,Thika,In-Store,Bank Transfer,144035.43,5,0,720177.15,3.7,0
23/04/2023,Clothing,Dress,Machakos,Social Media,PayPal,8848.94,7,0,61942.58,4.9,0
03/09/2024,Clothing,Jeans,Kisumu,Online,Credit Card,1098.46,6,20,5272.61,4.3,0
13/09/2023,Home & Garden,Blender,Nakuru,Online,Bank Transfer,20421.59,3,0,61264.77,3.2,0
13/07/2023,Home & Garden,Wall Art,Mombasa,Social Media,Credit Card,38332.31,2,0,76664.62,5,0
12/03/2024,Clothing,Jeans,Nairobi,In-Store,Bank Transfer,941.21,4,0,3764.84,2.5,0
04/03/2023,Electronics,Headphones,Nakuru,Mobile App,Credit Card,34822.73,7,25,182819.33,3.8,0
24/11/2023,Home & Garden,Sofa,Kisumu,Mobile App,Cash,75485.5,7,5,652572.141,3,0
09/07/2023,Home & Garden,Desk Lamp,Kisumu,Social Media,Cash,72751.77,2,20,116402.83,3.1,0
05/01/2024,Home & Garden,Blender,Nairobi,Online,M-Pesa,54890.55,3,15,139970.9,4.4,0
31/03/2023,Sports,Tennis Racket,Eldoret,Mobile App,Credit Card,39224.75,4,20,125519.2,4.7,0
13/07/2024,Sports,Yoga Mat,Nairobi,In-Store,Credit Card,42456.81,2,0,84913.62,4,0
27/07/2024,Books,Textbook,Mombasa,In-Store,M-Pesa,709.06,7,10,4467.08,4.9,1
20/06/2023,Books,Comics,Thika,Online,Bank Transfer,516.67,7,0,3616.69,4,0
02/12/2024,Clothing,Dress,Nairobi,Online,Credit Card,9018.22,7,25,61549.345,3.8,0
31/07/2023,Books,Textbook,Eldoret,Social Media,PayPal,2793.99,7,10,17602.14,3,0
07/11/2023,Clothing,Sneakers,Thika,Online,PayPal,5737.57,9,10,60416.616,3.2,0
12/10/2023,Electronics,Laptop,Mombasa,Online,PayPal,37256.08,1,0,37256.08,4.8,0
29/11/2023,Electronics,Camera,Mombasa,In-Store,PayPal,19195.36,6,15,97896.34,4.3,0
13/08/2023,Clothing,Jacket,Eldoret,Mobile App,Cash,11830.5,1,15,10055.92,4.3,0
28/03/2024,Home & Garden,Sofa,Eldoret,Online,Bank Transfer,75695.98,5,5,359555.9,3.1,0
01/06/2023,Sports,Football,Machakos,Social Media,Credit Card,27095.72,7,15,161219.53,4.8,0
22/01/2023,Clothing,Jacket,Mombasa,In-Store,Credit Card,7051.07,3,10,19037.89,3.3,1
10/04/2024,Books,Comics,Eldoret,In-Store,M-Pesa,759.27,7,5,5049.15,4.8,2
22/01/2023,Electronics,Camera,Eldoret,In-Store,M-Pesa,91287.44,7,20,511209.66,2.8,0
10/01/2023,Electronics,Laptop,Mombasa,Online,Cash,23110.07,10,0,231100.7,4.9,0
17/06/2023,Home & Garden,Rug,Thika,Online,Credit Card,11827.02,10,25,88702.65,3.3,0
11/07/2024,Clothing,T-Shirt,Eldoret,Mobile App,PayPal,1915.37,1,0,1915.37,3.2,0
28/12/2023,Books,Self-Help Book,Nairobi,In-Store,M-Pesa,1025.36,7,0,9330.776,3.1,1
15/04/2023,Books,Comics,Thika,Online,Bank Transfer,842.59,2,5,1600.92,4.9,0
11/09/2024,Electronics,Smartwatch,Kisumu,Online,Cash,138651.3,2,0,277302.6,2.9,0
23/12/2023,Home & Garden,Pillow Set,Mombasa,Social Media,Credit Card,71534.91,5,10,418479.23,3.2,0
24/11/2023,Home & Garden,Blender,Machakos,Online,M-Pesa,69047.75,3,0,207143.25,3.6,0
03/04/2023,Books,Textbook,Nairobi,Online,PayPal,1667.85,5,0,8339.25,3.3,0
22/05/2023,Books,Cookbook,Kisumu,Social Media,Bank Transfer,1840.12,7,15,10948.71,4.5,0
29/01/2024,Clothing,Jacket,Nakuru,Social Media,PayPal,6638.36,9,5,56757.98,2.7,0
18/01/2023,Sports,Tennis Racket,Machakos,In-Store,M-Pesa,14570.47,1,5,13841.95,3.4,0
16/04/2024,Clothing,T-Shirt,Nairobi,Mobile App,Cash,10260.64,3,10,27703.73,2.9,1
22/01/2024,Books,Self-Help Book,Mombasa,In-Store,M-Pesa,2690.39,2,0,5380.78,4.3,0
31/01/2023,Books,Cookbook,Nairobi,Online,PayPal,536.06,10,0,5360.6,2.9,0
24/06/2024,Clothing,T-Shirt,Nairobi,Social Media,Credit Card,9302.3,8,0,74418.4,4.2,0
19/10/2024,Books,Comics,Kisumu,Social Media,M-Pesa,1217.66,3,0,3652.98,2.6,0
08/08/2024,Sports,Dumbbells,Nairobi,Social Media,Bank Transfer,40986.27,8,10,295101.14,3.8,0
15/02/2024,Books,Self-Help Book,Kisumu,Online,PayPal,1508.19,3,5,4298.34,4,0
18/06/2023,Clothing,Hoodie,Thika,Online,Bank Transfer,5990.29,7,20,33545.62,2.6,0
29/01/2023,Books,Self-Help Book,Kisumu,Online,M-Pesa,548.99,10,15,4666.41,3.1,0
04/09/2023,Electronics,Smartphone,Mombasa,Online,Cash,29786.08,4,0,119144.32,3.2,2
09/01/2023,Sports,Yoga Mat,Eldoret,Social Media,M-Pesa,3454.1,2,10,6217.38,5,0
06/12/2023,Books,Biographies,Mombasa,Mobile App,Bank Transfer,2622.2,3,0,10226.58,4.4,0
15/06/2023,Clothing,T-Shirt,Eldoret,Social Media,Bank Transfer,7243.12,1,10,6518.81,2.9,0
03/04/2024,Electronics,Camera,Mombasa,In-Store,Credit Card,115786.21,3,15,295254.84,4.5,0
02/08/2023,Home & Garden,Pillow Set,Machakos,Social Media,M-Pesa,71341.85,7,5,474423.3,5,0
14/07/2024,Clothing,Sneakers,Thika,Social Media,M-Pesa,9754.35,3,10,26336.75,4.7,0
11/03/2023,Electronics,Headphones,Nairobi,Social Media,Cash,27118.21,5,0,135591.05,3.2,0
27/10/2024,Electronics,Smartphone,Mombasa,Social Media,Cash,147949.21,5,25,554809.54,4.8,1
27/03/2024,Sports,Bicycle,Nairobi,Mobile App,Cash,24415.79,10,0,244157.9,3.4,0
08/09/2023,Home & Garden,Blender,Nairobi,Social Media,PayPal,36447.31,1,0,36447.31,4.2,0
17/08/2023,Clothing,Hoodie,Nairobi,Mobile App,Bank Transfer,2319.37,7,0,16235.59,3.5,0
29/03/2023,Electronics,Tablet,Nakuru,Social Media,PayPal,135218.72,8,0,1081749.76,3,0
10/09/2024,Books,Textbook,Nakuru,In-Store,Bank Transfer,1351.91,6,15,6894.74,3.7,0
17/10/2024,Books,Fiction Novel,Kisumu,Social Media,M-Pesa,2044.26,8,0,16354.08,3,0
25/02/2023,Sports,Swimming Goggles,Nakuru,Online,Cash,47499.81,8,5,360998.56,3,0
25/03/2023,Books,Cookbook,Kisumu,In-Store,M-Pesa,753.56,5,20,3014.24,3.2,0
17/12/2023,Books,Biographies,Mombasa,Mobile App,Credit Card,2957.76,2,20,6152.146,3.2,0
11/01/2023,Books,Science Book,Nakuru,In-Store,Bank Transfer,1435.02,10,20,11480.16,3.9,1
04/06/2023,Clothing,T-Shirt,Thika,In-Store,Cash,8136.72,6,0,48820.32,4.7,1
09/05/2023,Books,Textbook,Kisumu,Online,Bank Transfer,1140.97,1,25,855.73,4.1,0
07/09/2024,Sports,Yoga Mat,Nairobi,In-Store,Credit Card,25558.46,9,0,230026.14,3.4,0
11/11/2023,Clothing,Boots,Eldoret,Online,Cash,9858.46,1,10,11534.393,4.7,0
27/04/2023,Books,Science Book,Nakuru,Mobile App,Cash,2950.19,7,15,17553.63,4.8,0
11/10/2024,Home & Garden,Desk Lamp,Eldoret,In-Store,PayPal,35321.39,5,20,141285.56,3.2,0
17/04/2023,Electronics,Smartphone,Machakos,Online,M-Pesa,98144.44,10,20,785155.52,3.7,0
06/03/2024,Sports,Yoga Mat,Thika,Social Media,PayPal,35125.27,1,10,31612.74,3,0
27/02/2024,Sports,Bicycle,Nairobi,In-Store,Bank Transfer,57062.76,6,25,256782.42,4.8,0
29/02/2024,Books,Fiction Novel,Kisumu,In-Store,PayPal,1207.53,5,10,5433.89,4.2,0
10/12/2023,Books,Fiction Novel,Nairobi,Online,Credit Card,2829.63,9,15,21646.67,3.9,0
12/05/2023,Sports,Bicycle,Mombasa,Social Media,M-Pesa,48199.1,10,20,385592.8,4.8,0
08/10/2024,Clothing,Jacket,Kisumu,In-Store,Bank Transfer,3156.15,3,0,9468.45,3.9,0
23/03/2024,Home & Garden,Rug,Eldoret,In-Store,Cash,16938,2,0,33876,2.5,0
11/10/2024,Clothing,T-Shirt,Eldoret,Online,PayPal,4897.66,3,25,11019.74,4.1,0
24/09/2023,Clothing,Boots,Mombasa,Mobile App,Credit Card,6657.3,4,20,21303.36,4.1,0
20/04/2023,Clothing,Boots,Nairobi,Online,M-Pesa,5779.97,10,0,57799.7,2.9,0
14/04/2023,Clothing,T-Shirt,Nairobi,Social Media,Cash,10996.27,4,20,35188.06,3.7,0
10/10/2024,Electronics,Headphones,Thika,Online,Credit Card,103725.79,7,15,617168.45,4.8,0
18/12/2023,Clothing,Dress,Nairobi,In-Store,PayPal,7758.95,1,0,10086.635,3.7,0
14/06/2024,Sports,Yoga Mat,Mombasa,Mobile App,M-Pesa,12055.01,1,0,12055.01,3.8,0
02/10/2023,Home & Garden,Sofa,Mombasa,Online,Cash,11774.35,2,0,23548.7,3.2,0
08/06/2024,Electronics,Tablet,Thika,Mobile App,Bank Transfer,112288.78,8,20,718648.19,4.9,1
19/06/2023,Home & Garden,Desk Lamp,Mombasa,Mobile App,Bank Transfer,8949.25,10,10,80543.25,4.5,1
13/09/2024,Books,Science Book,Nakuru,Social Media,PayPal,2690.65,6,0,16143.9,3.5,0
23/08/2024,Home & Garden,Blender,Thika,Online,Bank Transfer,14046.12,1,10,12641.51,3.5,0
10/07/2023,Sports,Running Shoes,Nakuru,Online,M-Pesa,11286.31,6,20,54174.29,3.4,0
07/08/2023,Home & Garden,Blender,Mombasa,Mobile App,M-Pesa,1562.93,1,15,1328.49,3.7,0
16/04/2023,Clothing,Sneakers,Nairobi,Social Media,Cash,7420.72,9,5,63447.16,3.9,0
21/07/2023,Electronics,Smartwatch,Thika,Social Media,Bank Transfer,49031.93,6,5,279482,2.6,0
28/08/2024,Electronics,Tablet,Nakuru,Online,M-Pesa,69012.2,10,15,586603.7,3.5,0
30/06/2024,Home & Garden,Sofa,Thika,Online,Bank Transfer,23321.77,7,0,163252.39,4.8,0
21/12/2023,Electronics,Smartphone,Nakuru,Online,Bank Transfer,109041.54,5,15,602454.502,3.9,0
24/09/2024,Sports,Yoga Mat,Nakuru,Mobile App,Bank Transfer,29904.2,2,15,50837.14,2.8,0
13/01/2024,Electronics,Laptop,Nairobi,Mobile App,Bank Transfer,35498.51,2,5,67447.17,4.5,0
19/02/2023,Electronics,Camera,Machakos,Online,Cash,132731.26,1,0,132731.26,4.9,0
03/05/2023,Home & Garden,Wall Art,Eldoret,Social Media,Cash,56134.25,3,25,126302.06,2.8,1
08/11/2024,Sports,Swimming Goggles,Nakuru,Social Media,M-Pesa,31592.76,4,25,123211.764,3.2,0
06/11/2024,Books,Self-Help Book,Nairobi,Mobile App,Cash,2576.42,6,5,19091.267,4.6,0
12/07/2023,Electronics,Headphones,Nairobi,In-Store,M-Pesa,101233.85,8,20,647896.64,3.7,0
14/05/2023,Sports,Swimming Goggles,Eldoret,Mobile App,Cash,42685.63,3,0,128056.89,3,0
18/06/2023,Books,Textbook,Eldoret,In-Store,Bank Transfer,901.45,5,20,3605.8,4.2,1
17/01/2023,Sports,Football,Nairobi,In-Store,Bank Transfer,52646.06,2,5,100027.51,4.7,0
29/12/2023,Electronics,Headphones,Thika,Social Media,Cash,41305.65,9,0,483276.105,2.9,0
08/03/2024,Sports,Running Shoes,Nairobi,Social Media,Cash,22564.97,1,20,18051.98,3,0
24/04/2023,Clothing,Sneakers,Kisumu,Social Media,PayPal,5486,1,5,5211.7,3,0
27/09/2024,Electronics,Smartwatch,Kisumu,In-Store,M-Pesa,80755.5,5,5,383588.62,4.2,0
14/10/2024,Books,Fiction Novel,Mombasa,Mobile App,Bank Transfer,958.26,4,15,3258.08,3.2,0
19/11/2023,Electronics,Smartphone,Mombasa,Social Media,Cash,128179.46,4,0,666533.192,2.9,0
20/03/2023,Books,Self-Help Book,Nairobi,Social Media,Bank Transfer,1368.97,3,10,3696.22,2.9,0
23/04/2023,Electronics,Smartwatch,Kisumu,Social Media,PayPal,2148.96,4,25,6446.88,2.6,0
10/12/2023,Home & Garden,Rug,Mombasa,In-Store,Credit Card,62200.32,2,10,145548.754,4.3,2
28/12/2024,Home & Garden,Wall Art,Nakuru,Mobile App,Cash,37133.06,6,10,200518.52,3.8,0
25/02/2024,Sports,Bicycle,Nairobi,Mobile App,PayPal,43856,1,0,43856,4.6,0
31/07/2023,Clothing,Dress,Nakuru,Online,Credit Card,7142.22,7,15,42496.21,4.4,0
29/09/2023,Books,Comics,Nairobi,Mobile App,PayPal,3177.51,8,0,25420.08,4.8,0
19/09/2024,Home & Garden,Coffee Maker,Eldoret,Social Media,Cash,25298.41,1,15,21503.65,2.8,0
02/12/2024,Sports,Swimming Goggles,Machakos,Mobile App,Cash,7145.32,1,25,5358.99,4.2,0
16/01/2023,Home & Garden,Pillow Set,Eldoret,In-Store,Cash,39356.52,2,10,70841.74,3.6,0
21/02/2023,Sports,Yoga Mat,Nairobi,Social Media,Cash,902.36,6,0,5414.16,3.1,0
18/03/2024,Home & Garden,Rug,Machakos,In-Store,M-Pesa,57285.21,3,5,163262.85,4,0
13/02/2024,Clothing,T-Shirt,Nakuru,Mobile App,Credit Card,9834.65,7,20,55074.04,4.9,0
30/11/2024,Home & Garden,Blender,Eldoret,Mobile App,Credit Card,45461.48,6,0,354599.544,3.1,0
20/01/2024,Clothing,Dress,Kisumu,Online,Cash,7016.65,8,0,56133.2,4.5,0
29/12/2023,Electronics,Laptop,Eldoret,Social Media,Cash,76564.65,6,25,447903.196,3.6,0
06/09/2023,Electronics,Smartwatch,Nairobi,Social Media,M-Pesa,113866.76,10,10,1024800.84,4,0
17/02/2024,Sports,Tennis Racket,Eldoret,Mobile App,M-Pesa,45466.91,7,0,318268.37,4.2,0
31/08/2024,Sports,Bicycle,Machakos,Online,M-Pesa,3848.75,2,15,6542.88,2.7,0
19/12/2024,Books,Comics,Kisumu,Online,M-Pesa,2669.51,9,0,24025.59,2.9,0
30/09/2024,Books,Self-Help Book,Mombasa,In-Store,Cash,2310.37,1,25,1732.78,4.2,0
30/04/2024,Electronics,Laptop,Eldoret,Online,PayPal,16335.82,4,0,65343.28,2.6,0
